2/15 17:33:35.102  CAST: 0x0000000000671818(Milktrader) begins to cast Shoot Bow(2480) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:57.697  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:33:57.697  0xF13000290200BF3F hits 0x00000000001CFD42 for 411.
2/15 17:33:57.697  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:33:57.697  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:33:57.737  0x00000000001CFD42 hits 0xF13000290200BF3F for 310.
2/15 17:33:57.737  0xF1300028E500BE93's Frostbolt hits 0x00000000006E1670 for 349 Frost damage.
2/15 17:33:57.816  0x00000000006E1670's Daybreak heals you for 745.
2/15 17:33:57.840  0x00000000006E1670 is afflicted by Frostbolt (1).
2/15 17:33:58.002  0x00000000001CFD42 crits 0xF13000290200BF3F for 336.
2/15 17:33:58.002  0xF13000290200BF3F suffers 41 Holy damage from 0x00000000006E1670's Consecration.
2/15 17:33:58.229  CAST: 0x0000000000671818(Milktrader) casts Holy Strength(20007) on 0x0000000000671818(Milktrader).
2/15 17:33:58.229  Your Holy Strength heals you for 98.
2/15 17:33:58.229  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:33:58.229  Your Agitating Poison I hits 0xF1300028E500BE93 for 72 Nature damage.
2/15 17:33:58.229  You crit 0xF1300028E500BE93 for 496.
2/15 17:33:58.229  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:58.229  0x00000000001CFD42's Sinister Strike hits 0xF13000290200BF3F for 331.
2/15 17:33:58.340  You hit 0xF1300028E500BE93 for 76.
2/15 17:33:58.493  0x00000000006E5FF9 gains Faithful (1).
2/15 17:33:58.570  CAST: 0x0000000000426076(Gustas) casts Bloodthirst(23894)(Rank 4) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:58.570  0x0000000000426076's Bloodthirst hits 0xF13000290200BF3F for 339.
2/15 17:33:58.570  0x0000000000426076 hits 0xF13000290200BF3F for 177.
2/15 17:33:58.570  0x0000000000426076 gains Thirst for Blood (1).
2/15 17:33:58.713  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:58.713  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:33:58.713  Your Sinister Strike crits 0xF1300028E500BE93 for 653.
2/15 17:33:58.713  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:33:58.851  0xF1300028E500BE93 begins to cast Frostbolt.
2/15 17:33:58.851  CAST: 0xF1300028E500BE93(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:33:59.016  0xF13000290200BF3F suffers 41 Holy damage from 0x00000000006E1670's Consecration.
2/15 17:33:59.016  Consecration fades from 0xF13000290200BF3F.
2/15 17:33:59.016  Faithful fades from 0x00000000006E5FF9.
2/15 17:33:59.016  Faithful fades from 0x00000000001CFD42.
2/15 17:33:59.016  Faithful fades from 0x00000000006E1670.
2/15 17:33:59.345  0x0000000000426076 gains 1 Rage from 0x0000000000426076's Unbridled Wrath.
2/15 17:33:59.345  0x0000000000426076 hits 0xF13000290200BF3F for 81.
2/15 17:33:59.435  You crit 0xF1300028E500BE93 for 154.
2/15 17:33:59.435  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:33:59.435  0x00000000001CFD42's Sinister Strike crits 0xF13000290200BF3F for 804.
2/15 17:33:59.626  You fail to perform Eviscerate: Not enough energy.
2/15 17:33:59.652  0x00000000001CFD42 hits 0xF13000290200BF3F for 271.
2/15 17:33:59.652  Dazed fades from 0x00000000001CFD42.
2/15 17:33:59.690  You fail to perform Eviscerate: Not enough energy.
2/15 17:33:59.738  0x00000000001CFD42 misses 0xF13000290200BF3F.
2/15 17:33:59.738  0xF13000290200BF3F hits 0x00000000001CFD42 for 383.
2/15 17:33:59.834  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x00000000006E1670(Ashsoul).
2/15 17:34:00.061  CAST: 0x0000000000671818(Milktrader) casts Eviscerate(31016)(Rank 9) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:00.061  Your Eviscerate crits 0xF1300028E500BE93 for 1602.
2/15 17:34:00.061  You gain 20 Energy from Relentless Strikes.
2/15 17:34:00.061  You crit 0xF1300028E500BE93 for 432.
2/15 17:34:00.071  You gain Relentless Strikes (4).
2/15 17:34:00.104  CAST: 0x0000000000426076(Gustas) casts Sunder Armor(11597)(Rank 5) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:00.104  CAST: 0x0000000000426076(Gustas) casts Windfury Totem(51368) on 0x0000000000426076(Gustas).
2/15 17:34:00.104  0x0000000000426076 gains 1 extra attack through Windfury Totem.
2/15 17:34:00.104  0x0000000000426076 hits 0xF13000290200BF3F for 198.
2/15 17:34:00.131  0xF13000290200BF3F is afflicted by Sunder Armor (1).
2/15 17:34:00.131  0x0000000000426076 gains Windfury Totem (1).
2/15 17:34:00.537  You hit 0xF1300028E500BE93 for 69.
2/15 17:34:00.649  0x0000000000426076 hits 0xF13000290200BF3F for 81.
2/15 17:34:00.649  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF1E(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1E(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:00.649  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:00.724  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:00.724  CAST: 0x00000000001CFD42(Netheras) casts Ghostly Strike(14278) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:00.724  0x00000000001CFD42's Ghostly Strike hits 0xF13000290200BF3F for 396.
2/15 17:34:00.724  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:00.724  Windfury Totem fades from 0x0000000000426076.
2/15 17:34:00.727  0x00000000001CFD42 gains Ghostly Strike (1).
2/15 17:34:01.060  CAST: 0x0000000000671818(Milktrader) casts Eviscerate(31016)(Rank 9) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:01.060  Your Eviscerate hits 0xF1300028E500BE93 for 265.
2/15 17:34:01.060  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:01.060  Your Agitating Poison I hits 0xF1300028E500BE93 for 84 Nature damage.
2/15 17:34:01.303  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x00000000006E1670(Ashsoul).
2/15 17:34:01.303  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x00000000006E1670(Ashsoul).
2/15 17:34:01.303  0x00000000006E1670's Flash of Light heals 0x00000000006E1670 for 885.
2/15 17:34:01.303  0x00000000001CFD42 hits 0xF13000290200BF3F for 205.
2/15 17:34:01.361  0xF13000290200BF3F begins to cast Silence.
2/15 17:34:01.361  CAST: 0xF13000290200BF3F(Spectral Tutor) begins to cast Silence(12528) on 0x00000000006E5FF9(Mooshmallows).
2/15 17:34:01.517  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x00000000001CFD42(Netheras).
2/15 17:34:01.517  0x00000000001CFD42 crits 0xF13000290200BF3F for 594.
2/15 17:34:01.569  CAST: 0x00000000006E5FF9(Mooshmallows) begins to cast Chain Lightning(10605)(Rank 4) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:01.634  You crit 0xF1300028E500BE93 for 150.
2/15 17:34:01.772  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:01.772  0x00000000001CFD42's Sinister Strike hits 0xF13000290200BF3F for 382.
2/15 17:34:01.774  Frostbolt fades from 0x00000000006E1670.
2/15 17:34:01.854  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:01.854  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:01.854  0x0000000000426076 crits 0xF13000290200BF3F for 366.
2/15 17:34:01.893  You miss 0xF1300028E500BE93.
2/15 17:34:01.893  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:01.969  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:01.969  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:01.969  0x0000000000426076 crits 0xF13000290200BF3F for 160.
2/15 17:34:01.993  You fail to perform Kidney Shot: Not yet recovered.
2/15 17:34:02.122  0xF1300028E500BE93's Frostbolt was resisted.
2/15 17:34:02.670  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:02.670  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:02.898  CAST: 0x00000000001CFD42(Netheras) casts Kidney Shot(8643)(Rank 2) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:02.898  CAST: 0xF13000290200BF3F(Spectral Tutor) fails casting Silence(12528).
2/15 17:34:02.898  0x00000000001CFD42 gains 20 Energy from 0x00000000001CFD42's Relentless Strikes.
2/15 17:34:02.899  0x00000000001CFD42 misses 0xF13000290200BF3F.
2/15 17:34:02.899  0xF13000290200BF3F is afflicted by Kidney Shot (1).
2/15 17:34:02.980  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x00000000001CFD42(Netheras).
2/15 17:34:02.980  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x00000000001CFD42(Netheras).
2/15 17:34:02.980  CAST: 0x00000000006E1670(Ashsoul) casts Illumination(20272) on 0x00000000006E1670(Ashsoul).
2/15 17:34:02.980  0x00000000006E1670 gains 108 Mana from 0x00000000006E1670's Illumination.
2/15 17:34:02.980  0x00000000006E1670's Flash of Light critically heals 0x00000000001CFD42 for 1409.
2/15 17:34:02.980  0x00000000001CFD42 gains Daybreak (1).
2/15 17:34:03.059  CAST: 0x00000000006E5FF9(Mooshmallows) casts Chain Lightning(10605)(Rank 4) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:03.059  0x00000000006E5FF9's Chain Lightning hits 0xF13000290200BF3F for 811 Nature damage.
2/15 17:34:03.198  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x00000000006E1670(Ashsoul).
2/15 17:34:03.243  You fail to perform Shoot Bow: Target too close.
2/15 17:34:03.343  CAST: 0x00000000006E5FF9(Mooshmallows) begins to cast Lightning Bolt(15208)(Rank 10) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:03.343  0x0000000000426076 hits 0xF13000290200BF3F for 86.
2/15 17:34:03.400  0x00000000001CFD42 crits 0xF13000290200BF3F for 676.
2/15 17:34:03.400  0xF1300028E50164BA begins to cast Frostbolt.
2/15 17:34:03.400  CAST: 0xF1300028E50164BA(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:03.400  0xF1300028E500BE86 begins to cast Frostbolt.
2/15 17:34:03.400  CAST: 0xF1300028E500BE86(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:03.647  CAST: 0x0000000000426076(Gustas) casts Whirlwind(1680).
2/15 17:34:03.647  0x0000000000426076's Whirlwind hits 0xF13000290200BF3F for 167.
2/15 17:34:03.647  0x0000000000426076 hits 0xF13000290200BF3F for 173.
2/15 17:34:03.676  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF1E(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1E(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:03.676  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:03.756  CAST: 0x0000000000671818(Milktrader) begins to cast Shoot Bow(2480) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:03.863  CAST: 0x00000000001CFD42(Netheras) casts Eviscerate(31016)(Rank 9) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:03.863  0x00000000001CFD42's Eviscerate hits 0xF13000290200BF3F for 287.
2/15 17:34:03.863  CAST: 0x00000000001CFD42(Netheras) casts Dissolvent Poison II(45880)(Rank 2) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:03.863  0x00000000001CFD42's Dissolvent Poison II hits 0xF13000290200BF3F for 203.
2/15 17:34:04.510  CAST: 0x00000000001CFD42(Netheras) casts Hand of Justice(15601) on 0x00000000001CFD42(Netheras).
2/15 17:34:04.510  0x00000000001CFD42 gains 1 extra attack through Hand of Justice.
2/15 17:34:04.510  0x00000000001CFD42 hits 0xF13000290200BF3F for 194.
2/15 17:34:04.510  Thirst for Blood fades from 0x0000000000426076.
2/15 17:34:04.546  CAST: 0x00000000001CFD42(Netheras) casts Hand of Justice(15601) on 0x00000000001CFD42(Netheras).
2/15 17:34:04.546  CAST: 0x00000000001CFD42(Netheras) casts Windfury Totem(51368) on 0x00000000001CFD42(Netheras).
2/15 17:34:04.546  You have slain 0xF13000290200BF3F!
2/15 17:34:04.546  0xF13000290200BF3F dies.
2/15 17:34:04.555  CAST: 0x00000000006E5FF9(Mooshmallows) fails casting Lightning Bolt(15208)(Rank 10).
2/15 17:34:04.555  0x00000000001CFD42 hits 0xF13000290200BF3F for 298.
2/15 17:34:04.555  0x00000000001CFD42 gains Windfury Totem (1).
2/15 17:34:04.621  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x00000000006E1670(Ashsoul).
2/15 17:34:04.621  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x00000000006E1670(Ashsoul).
2/15 17:34:04.621  0x00000000006E1670's Flash of Light heals 0x00000000006E1670 for 944.
2/15 17:34:04.732  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:04.732  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:05.206  CAST: 0x0000000000671818(Milktrader) casts Shoot Bow(2480) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:05.369  Frost Shock fades from you.
2/15 17:34:05.720  Your Shoot Bow crits 0xF1300028E500BE93 for 357.
2/15 17:34:05.720  CAST: 0x0000000000671818(Milktrader) casts Shifting Image(44066) on 0x0000000000671818(Milktrader).
2/15 17:34:05.720  0xF1300028ED00BF41 hits you for 224.
2/15 17:34:05.819  Slice and Dice fades from 0x00000000001CFD42.
2/15 17:34:05.820  You gain Shifting Image (1).
